variant,train_size,test_size,delta_iqm,ci_low,ci_high
phi4_w128,16,50,-0.19079489941884628,-0.22985141808258033,-0.16139863672584864
phi4_w128,16,100,-0.3270752475533983,-0.40517506203318776,-0.31607657742759504
phi4_w128,50,4,0.5044715948781114,0.49862521872078913,0.5346844752865493
phi4_w128,50,8,0.4036702149453033,0.37566173950335086,0.41194675488936444
phi4_w128,50,16,0.22416586867393895,0.20528405643708095,0.24835579581577286
phi4_w128,50,32,0.09231014549976911,0.0837133374950625,0.10349989029461777
phi4_w128,50,50,0.0,0.0,0.0
phi4_w128,50,100,-0.13713808411305006,-0.18314546629327175,-0.1221605716559195
phi4_w128,100,4,0.6374161157376322,0.6160844493132597,0.6550823597763139
phi4_w128,100,8,0.5194572835991319,0.5063391574492156,0.5406624373741195
phi4_w128,100,16,0.3613216915925513,0.33760415910114955,0.38479323242487173
phi4_w128,100,32,0.21620085687971438,0.19557976132340263,0.2504794689119935
phi4_w128,100,50,0.13429627535659736,0.11643676468370223,0.17358351417308573
phi4_w128,100,100,0.0,0.0,0.0
phi4_w32,4,4,0.0,0.0,0.0
phi4_w32,4,8,0.03960098600741465,-0.060286145822934865,0.11746747334996839
phi4_w32,4,16,-0.13469730953021083,-0.16166134666544488,-0.026666909913212005
phi4_w32,4,32,-0.17666799188166968,-0.2686055317222518,-0.015143015342026778
phi4_w32,4,50,-0.19012766128786648,-0.34697134021475673,-0.021246956724618144
phi4_w32,4,100,-0.1934204737697585,-0.40150858530690464,-0.05107850291173791
phi4_w32,16,4,0.23078450084538185,0.1853307917708611,0.3049352420625927
phi4_w32,16,8,0.11940542808405191,0.0836423008628115,0.18328612541075553
phi4_w32,16,16,0.0,0.0,0.0
phi4_w32,16,32,-0.11679897798199934,-0.15059294369092194,-0.09491252260640082
phi4_w32,16,50,-0.1982642515068158,-0.24961012166327803,-0.1367984605334395
phi4_w32,16,100,-0.26424466680811814,-0.31990513163394285,-0.19436520512596636
phi4_w32,50,4,0.5038911157954856,0.49438822418491424,0.5315261990182113
phi4_w32,50,8,0.3873656171540092,0.3635416263292288,0.4097254758560649
phi4_w32,50,16,0.21220074593845997,0.19575713404312708,0.24607129324807023
phi4_w32,50,32,0.07753470919665635,0.07187451210787665,0.09428772181985319
phi4_w32,50,50,0.0,0.0,0.0
phi4_w32,50,100,-0.13981556439362627,-0.1909943616494231,-0.09057797129637746
phi4_w32,100,4,0.6414399991812094,0.6215104983878763,0.685710465927951
phi4_w32,100,8,0.5241188140338738,0.5105480587069796,0.5650761666629484
phi4_w32,100,16,0.3520856579859954,0.33273901733167,0.3885505424907669
phi4_w32,100,32,0.2021960864202843,0.182424641772967,0.24558457675229248
phi4_w32,100,50,0.11690721080784465,0.09859796117725284,0.16489602478446855
phi4_w32,100,100,0.0,0.0,0.0
phi4_w64,4,4,0.0,0.0,0.0
phi4_w64,4,8,0.0318851803751015,-0.07098733546199931,0.12476628190941601
phi4_w64,4,16,-0.15099729639348572,-0.23056925801290407,-0.11523315243701593
phi4_w64,4,32,-0.23447213297433267,-0.37246700337737043,-0.17735473772704458
phi4_w64,4,50,-0.26670520545126053,-0.39864271026540843,-0.19912407054571055
